0.2800000 0.004369 -0.004602
0.3600000 0.006697 -0.007636
0.3800000 0.007029 -0.007838
0.4000000 0.007291 -0.008005
0.4100000 0.007397 -0.008080
0.4150000 0.007444 -0.008117
0.4200000 0.007487 -0.008152
0.4300000 0.007563 -0.008222
0.4380000 0.007613 -0.008277
0.4400000 0.007624 -0.008291
0.4600000 0.007702 -0.008429
0.4700000 0.007719 -0.008501
0.4830000 0.007720 -0.008599
0.5400000 0.007406 -0.009150
0.5800000 0.006823 -0.009772
0.6024000 0.006336 -0.010281
0.6105000 0.006127 -0.010507
0.6200000 0.005860 -0.010808
0.6205000 0.005845 -0.010825
0.6305000 0.005535 -0.011195
0.6400000 0.005215 -0.011603
0.6405100 0.005197 -0.011627
0.6426000 0.005123 -0.011726
0.6504900 0.004834 -0.012132
0.6600000 0.004467 -0.012696
0.6605000 0.004448 -0.012728
0.6626000 0.004364 -0.012866
0.6705000 0.004046 -0.013432
0.6776000 0.003759 -0.014009
0.6805900 0.003639 -0.014274
0.6876000 0.003363 -0.014948
0.6904300 0.003257 -0.015244
0.6976000 0.003003 -0.016057
0.7000000 0.002926 -0.016351
0.7005200 0.002910 -0.016416
0.7050000 0.002781 -0.016999
0.7076000 0.002716 -0.017357
0.7104700 0.002653 -0.017767
0.7176000 0.002549 -0.018860
0.7202500 0.002532 -0.019292
0.7276000 0.002560 -0.020562
0.7302400 0.002599 -0.021041
0.7376000 0.002793 -0.022427
0.7400000 0.002882 -0.022892
0.7402000 0.002890 -0.022931
0.7476000 0.003224 -0.024390
0.7502000 0.003348 -0.024909
0.7502800 0.003351 -0.024925
0.7576000 0.003611 -0.026424
0.7580000 0.003617 -0.026509
0.7600000 0.003622 -0.026946
0.7601800 0.003620 -0.026986
0.7641700 0.003447 -0.027960
0.7676000 0.002989 -0.029028
0.7700000 0.002394 -0.030059
0.7701100 0.002359 -0.030115
0.7714000 0.001902 -0.030861
0.7726000 0.001380 -0.031737
0.7732000 0.001083 -0.032264
0.7736000 0.000872 -0.032657
0.7740000 0.000652 -0.033088
0.7743800 0.000434 -0.033537
0.7756000 -0.000293 -0.035305
0.7776000 -0.001229 -0.039774
0.7777000 -0.001247 -0.040066
0.7780000 -0.001269 -0.040989
0.7781700 -0.001257 -0.041543
0.7782000 -0.001253 -0.041643
0.7796000 -0.000038 -0.047084
0.7800000 0.000834 -0.048851
0.7801000 0.001100 -0.049298
0.7801700 0.001299 -0.049612
0.7816000 0.007784 -0.055261
0.7820000 0.010363 -0.056205
0.7822300 0.011942 -0.056545
0.7826000 0.014557 -0.056744
0.7832000 0.018735 -0.056143
0.7836000 0.021287 -0.055166
0.7840000 0.023534 -0.053830
0.7842400 0.024713 -0.052901
0.7851000 0.027843 -0.049183
0.7856000 0.028950 -0.046987
0.7860000 0.029531 -0.045310
0.7860400 0.029576 -0.045148
0.7876000 0.030100 -0.039769
0.7892000 0.029410 -0.036059
0.7896000 0.029180 -0.035354
0.7900000 0.028944 -0.034719
0.7901000 0.028885 -0.034570
0.7903000 0.028767 -0.034284
0.7916000 0.028033 -0.032730
0.7932000 0.027260 -0.031355
0.7940000 0.026936 -0.030819
0.7941400 0.026883 -0.030733
0.7967000 0.026114 -0.029468
0.7976000 0.025920 -0.029123
0.8000000 0.025548 -0.028354
0.8000200 0.025545 -0.028348
0.8026000 0.025325 -0.027676
0.8100000 0.025251 -0.026115
0.8300000 0.025944 -0.022497
0.8500000 0.026086 -0.019366
0.8700000 0.025622 -0.016903
0.8900000 0.024824 -0.015065
0.9100000 0.023846 -0.013712
0.9300000 0.022704 -0.012720
0.9500000 0.021283 -0.012001
0.9700000 0.019194 -0.011530
0.9900000 0.014970 -0.011506
0.9976000 0.011581 -0.011907
1.0020000 0.008374 -0.012516
1.0066000 0.002875 -0.014016
1.0086200 -0.000859 -0.015358
1.0110000 -0.007191 -0.018271
1.0138800 -0.019995 -0.027124
1.0167300 -0.040180 -0.060213
1.0172600 -0.042178 -0.074126
1.0176500 -0.041393 -0.086915
1.0179300 -0.038841 -0.097349
1.0179800 -0.038159 -0.099298
1.0183200 -0.031270 -0.112914
1.0188100 -0.013262 -0.131141
1.0190700 0.000187 -0.138162
1.0194700 0.024199 -0.142540
1.0196000 0.032235 -0.142005
1.0196400 0.034673 -0.141646
1.0200000 0.055105 -0.134675
1.0217600 0.089746 -0.071536
1.0220701 0.088617 -0.063332
1.0280000 0.054904 -0.018021
1.0500000 0.032761 -0.010605
1.0700001 0.028926 -0.009996
1.0900000 0.027161 -0.009717
1.1100000 0.026115 -0.009532
1.1300000 0.025408 -0.009393
1.1500000 0.024891 -0.009282
1.1700000 0.024492 -0.009191
1.1900001 0.024174 -0.009116
1.2100000 0.023913 -0.009055
1.2300000 0.023694 -0.009005
1.2500000 0.023507 -0.008966
1.2700000 0.023346 -0.008937
1.2900000 0.023206 -0.008919
1.3099999 0.023083 -0.008911
1.3300000 0.022978 -0.008916
1.3500000 0.022891 -0.008934
1.3700000 0.022826 -0.008964
1.3900000 0.022789 -0.009000
1.4500000 0.022807 -0.009026
1.4630001 0.022811 -0.009009
1.4640000 0.022811 -0.009007
1.4880000 0.022801 -0.008973
1.4910001 0.022798 -0.008969
1.5000000 0.022789 -0.008959
1.5060000 0.022782 -0.008953
1.5120000 0.022774 -0.008948
1.5250000 0.022756 -0.008941
1.5300000 0.022748 -0.008940
1.5380000 0.022736 -0.008940
1.5390000 0.022734 -0.008940
1.5500000 0.022717 -0.008945
1.5599999 0.022702 -0.008954
1.5630000 0.022698 -0.008957
1.5750000 0.022681 -0.008975
1.5870000 0.022668 -0.009001
1.5880001 0.022667 -0.009003
1.6100000 0.022658 -0.009071
1.6130000 0.022659 -0.009082
1.6370000 0.022696 -0.009183
1.6380000 0.022699 -0.009187
1.6500000 0.022743 -0.009240
1.6630000 0.022812 -0.009290
1.6870000 0.022987 -0.009329
1.6880000 0.022995 -0.009329
1.7130001 0.023180 -0.009270
1.7620000 0.023376 -0.009012
1.7640001 0.023380 -0.009001
1.7880000 0.023398 -0.008877
1.7900000 0.023398 -0.008868
1.8120000 0.023389 -0.008772
1.8200001 0.023383 -0.008741
1.8340000 0.023367 -0.008692
1.8590000 0.023332 -0.008618
1.8860000 0.023289 -0.008556
1.9000000 0.023264 -0.008528
1.9200000 0.023227 -0.008494
1.9400001 0.023186 -0.008466
1.9600000 0.023139 -0.008441
1.9800000 0.023081 -0.008419
2.0000000 0.022943 -0.008400
2.0500000 0.022949 -0.008572
2.0999999 0.022952 -0.008621
2.1500001 0.022951 -0.008651
2.1750000 0.022948 -0.008663
2.2000000 0.022943 -0.008674
2.2323999 0.022934 -0.008685
2.2500000 0.022927 -0.008691
2.3000000 0.022900 -0.008705
2.3094001 0.022894 -0.008707
2.3499999 0.022860 -0.008717
2.3864000 0.022821 -0.008724
2.3959999 0.022809 -0.008725
2.4000001 0.022804 -0.008726
2.4500000 0.022728 -0.008734
2.5000000 0.022627 -0.008741
2.5500000 0.022495 -0.008747
2.5999999 0.022324 -0.008752
2.6443999 0.022129 -0.008756
2.6464000 0.022119 -0.008756
2.7000000 0.021808 -0.008761
2.7500000 0.021417 -0.008764
2.8000000 0.020879 -0.008767
2.8499999 0.020110 -0.008770
2.9000001 0.018937 -0.008773
2.9500000 0.016955 -0.008777
3.0000000 0.012929 -0.008782
3.0200000 0.009856 -0.008786
3.0500000 0.000350 -0.008803
3.0550001 -0.002555 -0.008809
3.0599999 -0.006246 -0.008818
3.0650001 -0.011092 -0.008831
3.0699999 -0.017736 -0.008852
3.0750000 -0.027411 -0.008889
3.0799999 -0.042802 -0.008964
3.0829999 -0.057343 -0.009053
3.0850000 -0.071105 -0.009152
3.0869999 -0.090415 -0.009318
3.0890000 -0.119483 -0.009624
3.0899999 -0.140318 -0.009886
3.0910001 -0.168203 -0.010292
3.0920000 -0.207420 -0.010970
3.0929999 -0.266657 -0.012231
3.0940001 -0.366526 -0.015006
3.0945001 -0.447419 -0.017850
3.0950000 -0.570470 -0.023199
3.0952001 -0.639747 -0.026756
3.0955501 -0.809632 -0.037139
3.0957999 -0.995822 -0.051237
3.0960000 -1.217621 -0.071755
3.0960500 -1.289046 -0.079228
3.0963500 -1.977468 -0.173055
3.0964999 -2.683723 -0.311120
3.0965500 -3.043204 -0.398108
3.0966001 -3.510254 -0.528487
3.0966499 -4.136183 -0.735087
3.0966599 -4.288724 -0.791161
3.0966649 -4.369107 -0.821636
3.0966699 -4.452422 -0.853905
3.0966749 -4.538825 -0.888110
3.0966780 -4.593933 -0.910322
3.0966799 -4.628483 -0.924407
3.0966849 -4.721571 -0.962966
3.0966899 -4.818280 -1.003978
3.0966949 -4.918811 -1.047651
3.0967000 -5.023380 -1.094217
3.0967550 -6.519096 -1.897385
3.0967679 -6.990220 -2.209416
3.0967751 -7.278185 -2.416051
3.0967851 -7.716335 -2.755701
3.0967951 -8.198897 -3.168690
3.0968499 -11.532569 -8.137122
3.0968750 -12.161010 -13.810981
3.0969000 -7.528803 -21.971393
3.0969050 -5.468579 -23.272020
3.0969100 -3.076439 -24.171103
3.0969150 -0.479972 -24.558690
3.0969181 1.156220 -24.516788
3.0969210 2.640996 -24.287058
3.0969250 4.638931 -23.669084
3.0969300 6.837051 -22.506061
3.0969601 12.288134 -12.924105
3.0969701 12.162551 -10.426687
3.0969801 11.692204 -8.459436
3.0969820 11.581606 -8.137584
3.0970099 9.783085 -4.834355
3.0970199 9.172652 -4.096733
3.0970399 8.093753 -3.032144
3.0970600 7.200153 -2.323436
3.0971000 5.851638 -1.479409
3.0971999 3.937513 -0.648918
3.0972500 3.375214 -0.474772
3.0973001 2.951987 -0.362845
3.0973499 2.623933 -0.287069
3.0974000 2.360230 -0.232972
3.0975499 1.814545 -0.139956
3.0976000 1.684779 -0.121543
3.0976501 1.572486 -0.106746
3.0976801 1.512091 -0.099224
3.0976901 1.492989 -0.096908
3.0977001 1.474370 -0.094679
3.0977600 1.372222 -0.082967
3.0978000 1.311509 -0.076416
3.0978501 1.242883 -0.069378
3.0978551 1.236420 -0.068736
3.0978601 1.230025 -0.068103
3.0978701 1.217435 -0.066868
3.0978830 1.201628 -0.065335
3.0979099 1.169866 -0.062318
3.0979199 1.158493 -0.061258
3.0979300 1.147342 -0.060229
3.0979500 1.125686 -0.058259
3.0979700 1.104847 -0.056401
3.0979800 1.094720 -0.055511
3.0979879 1.086895 -0.054829
3.0979929 1.081975 -0.054402
3.0979950 1.079880 -0.054221
3.0980000 1.075024 -0.053803
3.0980101 1.065445 -0.052985
3.0980129 1.062741 -0.052755
3.0980179 1.058041 -0.052357
3.0980201 1.056039 -0.052188
3.0980279 1.048767 -0.051577
3.0980330 1.044192 -0.051195
3.0980380 1.039658 -0.050818
3.0980411 1.036871 -0.050587
3.0980480 1.030710 -0.050079
3.0980530 1.026294 -0.049717
3.0980599 1.020260 -0.049224
3.0980699 1.011648 -0.048527
3.0980799 1.003184 -0.047847
3.0980899 0.994863 -0.047185
3.0980999 0.986683 -0.046539
3.0981400 0.955293 -0.044112
3.0981700 0.933061 -0.042442
3.0982001 0.911865 -0.040888
3.0982499 0.878804 -0.038538
3.0982800 0.860035 -0.037243
3.0982900 0.853961 -0.036830
3.0983000 0.847974 -0.036426
3.0984001 0.792535 -0.032826
3.0984499 0.767636 -0.031291
3.0985000 0.744193 -0.029892
3.0987000 0.663629 -0.025428
3.0989499 0.585216 -0.021592
3.0990000 0.571762 -0.020984
3.0991001 0.546700 -0.019892
3.0992000 0.523885 -0.018942
3.0992999 0.502980 -0.018109
3.0994999 0.465973 -0.016721
3.0999999 0.394456 -0.014357
3.1050000 0.165726 -0.009594
3.1099999 0.111796 -0.009092
3.1120000 0.100232 -0.009016
3.1175001 0.080017 -0.008908
3.1199999 0.074012 -0.008882
3.1125000 0.097805 -0.009001
3.1300001 0.059060 -0.008831
3.1400001 0.051042 -0.008812
3.1500001 0.046038 -0.008802
3.1600001 0.042615 -0.008797
3.1700001 0.040123 -0.008794
3.1800001 0.038225 -0.008792
3.1900001 0.036730 -0.008791
3.2000000 0.035521 -0.008791
3.2249999 0.033303 -0.008790
3.2500000 0.031782 -0.008790
3.3000000 0.029781 -0.008792
3.3499999 0.028448 -0.008795
3.4000001 0.027397 -0.008799
3.4500000 0.026422 -0.008805
3.5000000 0.025338 -0.008812
3.5100000 0.025085 -0.008814
3.5150001 0.024951 -0.008815
3.5200000 0.024810 -0.008816
3.5250001 0.024663 -0.008817
